"name","province","sub_region_1","date","value","value_daily"
"mortality","AB","Central",2020-05-12,1,0
"mortality","AB","Edmonton",2020-05-12,12,0
"mortality","AB","North",2020-05-12,15,0
"mortality","AB","Not Reported",2020-05-12,0,0
"mortality","AB","South",2020-05-12,7,0
"mortality","AB","Calgary",2020-05-13,84,1
"mortality","AB","Central",2020-05-13,1,0
"mortality","AB","Edmonton",2020-05-13,12,0
"mortality","AB","North",2020-05-13,15,0
"mortality","AB","Not Reported",2020-05-13,0,0
"mortality","AB","South",2020-05-13,8,1
"mortality","AB","Calgary",2020-05-14,85,1
"mortality","AB","Central",2020-05-14,1,0
"mortality","AB","Edmonton",2020-05-14,12,0
"mortality","AB","North",2020-05-14,15,0
"mortality","AB","Not Reported",2020-05-14,0,0
"mortality","AB","South",2020-05-14,8,0
"mortality","AB","Calgary",2020-05-15,89,4
"mortality","AB","Central",2020-05-15,1,0
"mortality","AB","Edmonton",2020-05-15,12,0
"mortality","AB","North",2020-05-15,15,0
"mortality","AB","Not Reported",2020-05-15,0,0
"mortality","AB","South",2020-05-15,8,0
"mortality","AB","Calgary",2020-05-16,90,1
"mortality","AB","Central",2020-05-16,1,0
"mortality","AB","Edmonton",2020-05-16,12,0
"mortality","AB","North",2020-05-16,15,0
"mortality","AB","Not Reported",2020-05-16,0,0
"mortality","AB","South",2020-05-16,8,0
"mortality","AB","Calgary",2020-05-17,91,1
"mortality","AB","Central",2020-05-17,1,0
"mortality","AB","Edmonton",2020-05-17,12,0
"mortality","AB","North",2020-05-17,15,0
"mortality","AB","Not Reported",2020-05-17,0,0
"mortality","AB","South",2020-05-17,8,0
"mortality","AB","Calgary",2020-05-18,92,1
"mortality","AB","Central",2020-05-18,1,0
"mortality","AB","Edmonton",2020-05-18,12,0
"mortality","AB","North",2020-05-18,15,0
"mortality","AB","Not Reported",2020-05-18,0,0
"mortality","AB","South",2020-05-18,8,0
"mortality","AB","Calgary",2020-05-19,92,0
"mortality","AB","Central",2020-05-19,1,0
"mortality","AB","Edmonton",2020-05-19,12,0
"mortality","AB","North",2020-05-19,15,0
"mortality","AB","Not Reported",2020-05-19,0,0
"mortality","AB","South",2020-05-19,8,0
"mortality","AB","Calgary",2020-05-20,92,0
"mortality","AB","Central",2020-05-20,1,0
"mortality","AB","Edmonton",2020-05-20,12,0
"mortality","AB","North",2020-05-20,15,0
"mortality","AB","Not Reported",2020-05-20,0,0
"mortality","AB","South",2020-05-20,8,0
"mortality","AB","Calgary",2020-05-21,96,4
"mortality","AB","Central",2020-05-21,1,0
"mortality","AB","Edmonton",2020-05-21,12,0
"mortality","AB","North",2020-05-21,15,0
"mortality","AB","Not Reported",2020-05-21,0,0
"mortality","AB","South",2020-05-21,8,0
"mortality","AB","Calgary",2020-05-22,97,1
"mortality","AB","Central",2020-05-22,1,0
"mortality","AB","Edmonton",2020-05-22,13,1
"mortality","AB","North",2020-05-22,15,0
"mortality","AB","Not Reported",2020-05-22,0,0
"mortality","AB","South",2020-05-22,8,0
"mortality","AB","Calgary",2020-05-23,98,1
"mortality","AB","Central",2020-05-23,1,0
"mortality","AB","Edmonton",2020-05-23,13,0
"mortality","AB","North",2020-05-23,15,0
"mortality","AB","Not Reported",2020-05-23,0,0
"mortality","AB","South",2020-05-23,8,0
"mortality","AB","Calgary",2020-05-24,98,0
"mortality","AB","Central",2020-05-24,1,0
"mortality","AB","Edmonton",2020-05-24,13,0
"mortality","AB","North",2020-05-24,15,0
"mortality","AB","Not Reported",2020-05-24,0,0
"mortality","AB","South",2020-05-24,8,0
"mortality","AB","Calgary",2020-05-25,101,3
"mortality","AB","Central",2020-05-25,1,0
"mortality","AB","Edmonton",2020-05-25,13,0
"mortality","AB","North",2020-05-25,15,0
"mortality","AB","Not Reported",2020-05-25,0,0
"mortality","AB","South",2020-05-25,8,0
"mortality","AB","Calgary",2020-05-26,101,0
"mortality","AB","Central",2020-05-26,1,0
"mortality","AB","Edmonton",2020-05-26,13,0
"mortality","AB","North",2020-05-26,16,1
"mortality","AB","Not Reported",2020-05-26,0,0
"mortality","AB","South",2020-05-26,8,0
"mortality","AB","Calgary",2020-05-27,103,2
"mortality","AB","Central",2020-05-27,1,0
"mortality","AB","Edmonton",2020-05-27,13,0
"mortality","AB","North",2020-05-27,16,0
"mortality","AB","Not Reported",2020-05-27,0,0
"mortality","AB","South",2020-05-27,8,0
"mortality","AB","Calgary",2020-05-28,104,1
"mortality","AB","Central",2020-05-28,1,0
"mortality","AB","Edmonton",2020-05-28,13,0
"mortality","AB","North",2020-05-28,16,0
"mortality","AB","Not Reported",2020-05-28,0,0
"mortality","AB","South",2020-05-28,9,1
"mortality","AB","Calgary",2020-05-29,104,0
"mortality","AB","Central",2020-05-29,1,0
"mortality","AB","Edmonton",2020-05-29,13,0
"mortality","AB","North",2020-05-29,16,0
"mortality","AB","Not Reported",2020-05-29,0,0
"mortality","AB","South",2020-05-29,9,0
"mortality","AB","Calgary",2020-05-30,104,0
"mortality","AB","Central",2020-05-30,1,0
"mortality","AB","Edmonton",2020-05-30,13,0
"mortality","AB","North",2020-05-30,16,0
"mortality","AB","Not Reported",2020-05-30,0,0
"mortality","AB","South",2020-05-30,9,0
"mortality","AB","Calgary",2020-05-31,104,0
"mortality","AB","Central",2020-05-31,1,0
"mortality","AB","Edmonton",2020-05-31,13,0
"mortality","AB","North",2020-05-31,16,0
"mortality","AB","Not Reported",2020-05-31,0,0
"mortality","AB","South",2020-05-31,9,0
"mortality","AB","Calgary",2020-06-01,104,0
"mortality","AB","Central",2020-06-01,1,0
"mortality","AB","Edmonton",2020-06-01,13,0
"mortality","AB","North",2020-06-01,16,0
"mortality","AB","Not Reported",2020-06-01,0,0
"mortality","AB","South",2020-06-01,9,0
"mortality","AB","Calgary",2020-06-02,104,0
"mortality","AB","Central",2020-06-02,1,0
"mortality","AB","Edmonton",2020-06-02,13,0
"mortality","AB","North",2020-06-02,16,0
"mortality","AB","Not Reported",2020-06-02,0,0
"mortality","AB","South",2020-06-02,9,0
"mortality","AB","Calgary",2020-06-03,106,2
"mortality","AB","Central",2020-06-03,1,0
"mortality","AB","Edmonton",2020-06-03,13,0
"mortality","AB","North",2020-06-03,16,0
"mortality","AB","Not Reported",2020-06-03,0,0
"mortality","AB","South",2020-06-03,9,0
"mortality","AB","Calgary",2020-06-04,107,1
"mortality","AB","Central",2020-06-04,1,0
"mortality","AB","Edmonton",2020-06-04,13,0
"mortality","AB","North",2020-06-04,16,0
"mortality","AB","Not Reported",2020-06-04,0,0
"mortality","AB","South",2020-06-04,9,0
"mortality","AB","Calgary",2020-06-05,107,0
"mortality","AB","Central",2020-06-05,1,0
"mortality","AB","Edmonton",2020-06-05,13,0
"mortality","AB","North",2020-06-05,16,0
"mortality","AB","Not Reported",2020-06-05,0,0
"mortality","AB","South",2020-06-05,9,0
"mortality","AB","Calgary",2020-06-06,107,0
"mortality","AB","Central",2020-06-06,1,0
"mortality","AB","Edmonton",2020-06-06,13,0
"mortality","AB","North",2020-06-06,16,0
"mortality","AB","Not Reported",2020-06-06,0,0
"mortality","AB","South",2020-06-06,9,0
"mortality","AB","Calgary",2020-06-07,107,0
"mortality","AB","Central",2020-06-07,1,0
"mortality","AB","Edmonton",2020-06-07,13,0
"mortality","AB","North",2020-06-07,16,0
"mortality","AB","Not Reported",2020-06-07,0,0
"mortality","AB","South",2020-06-07,9,0
"mortality","AB","Calgary",2020-06-08,109,2
"mortality","AB","Central",2020-06-08,1,0
"mortality","AB","Edmonton",2020-06-08,13,0
"mortality","AB","North",2020-06-08,16,0
"mortality","AB","Not Reported",2020-06-08,0,0
"mortality","AB","South",2020-06-08,9,0
"mortality","AB","Calgary",2020-06-09,110,1
"mortality","AB","Central",2020-06-09,1,0
"mortality","AB","Edmonton",2020-06-09,13,0
"mortality","AB","North",2020-06-09,16,0
"mortality","AB","Not Reported",2020-06-09,0,0
"mortality","AB","South",2020-06-09,9,0
"mortality","AB","Calgary",2020-06-10,110,0
"mortality","AB","Central",2020-06-10,1,0
"mortality","AB","Edmonton",2020-06-10,13,0
"mortality","AB","North",2020-06-10,16,0
"mortality","AB","Not Reported",2020-06-10,0,0
"mortality","AB","South",2020-06-10,9,0
"mortality","AB","Calgary",2020-06-11,110,0
"mortality","AB","Central",2020-06-11,1,0
"mortality","AB","Edmonton",2020-06-11,13,0
"mortality","AB","North",2020-06-11,16,0
"mortality","AB","Not Reported",2020-06-11,0,0
"mortality","AB","South",2020-06-11,9,0
"mortality","AB","Calgary",2020-06-12,110,0
"mortality","AB","Central",2020-06-12,1,0
"mortality","AB","Edmonton",2020-06-12,13,0
"mortality","AB","North",2020-06-12,16,0
"mortality","AB","Not Reported",2020-06-12,0,0
"mortality","AB","South",2020-06-12,9,0
"mortality","AB","Calgary",2020-06-13,111,1
"mortality","AB","Central",2020-06-13,1,0
"mortality","AB","Edmonton",2020-06-13,13,0
"mortality","AB","North",2020-06-13,16,0
"mortality","AB","Not Reported",2020-06-13,0,0
"mortality","AB","South",2020-06-13,9,0
"mortality","AB","Calgary",2020-06-14,111,0
"mortality","AB","Central",2020-06-14,1,0
"mortality","AB","Edmonton",2020-06-14,13,0
"mortality","AB","North",2020-06-14,16,0
"mortality","AB","Not Reported",2020-06-14,0,0
"mortality","AB","South",2020-06-14,9,0
"mortality","AB","Calgary",2020-06-15,111,0
"mortality","AB","Central",2020-06-15,1,0
"mortality","AB","Edmonton",2020-06-15,13,0
"mortality","AB","North",2020-06-15,16,0
"mortality","AB","Not Reported",2020-06-15,0,0
"mortality","AB","South",2020-06-15,10,1
"mortality","AB","Calgary",2020-06-16,111,0
"mortality","AB","Central",2020-06-16,1,0
"mortality","AB","Edmonton",2020-06-16,13,0
"mortality","AB","North",2020-06-16,16,0
"mortality","AB","Not Reported",2020-06-16,0,0
"mortality","AB","South",2020-06-16,10,0
