"name","province","date","value"
"icu","MB",2020-05-29,0
"icu","MB",2020-05-30,0
"icu","MB",2020-05-31,0
"icu","MB",2020-06-01,0
"icu","MB",2020-06-02,0
"icu","MB",2020-06-03,0
"icu","MB",2020-06-04,0
"icu","MB",2020-06-05,0
"icu","MB",2020-06-06,0
"icu","MB",2020-06-07,0
"icu","MB",2020-06-08,0
"icu","MB",2020-06-09,0
"icu","MB",2020-06-10,0
"icu","MB",2020-06-11,0
"icu","MB",2020-06-12,0
"icu","MB",2020-06-13,0
"icu","MB",2020-06-14,0
"icu","MB",2020-06-15,0
"icu","MB",2020-06-16,0
"icu","MB",2020-06-17,0
"icu","MB",2020-06-18,0
"icu","MB",2020-06-19,0
"icu","MB",2020-06-20,0
"icu","MB",2020-06-21,0
"icu","MB",2020-06-22,0
"icu","MB",2020-06-23,0
"icu","MB",2020-06-24,0
"icu","MB",2020-06-25,0
"icu","MB",2020-06-26,0
"icu","MB",2020-06-27,0
"icu","MB",2020-06-28,0
"icu","MB",2020-06-29,0
"icu","MB",2020-06-30,0
"icu","MB",2020-07-01,0
"icu","MB",2020-07-02,0
"icu","MB",2020-07-03,0
"icu","MB",2020-07-04,0
"icu","MB",2020-07-05,0
"icu","MB",2020-07-06,0
"icu","MB",2020-07-07,0
"icu","MB",2020-07-08,0
"icu","MB",2020-07-09,0
"icu","MB",2020-07-10,0
"icu","MB",2020-07-11,0
"icu","MB",2020-07-12,0
"icu","MB",2020-07-13,0
"icu","MB",2020-07-14,0
"icu","MB",2020-07-15,0
"icu","MB",2020-07-16,0
"icu","MB",2020-07-17,0
"icu","MB",2020-07-18,0
"icu","MB",2020-07-19,0
"icu","MB",2020-07-20,1
"icu","MB",2020-07-21,1
"icu","MB",2020-07-22,1
"icu","MB",2020-07-23,1
"icu","MB",2020-07-24,2
"icu","MB",2020-07-25,2
"icu","MB",2020-07-26,2
"icu","MB",2020-07-27,2
"icu","MB",2020-07-28,2
"icu","MB",2020-07-29,4
"icu","MB",2020-07-30,4
"icu","MB",2020-07-31,5
"icu","MB",2020-08-01,5
"icu","MB",2020-08-02,5
"icu","MB",2020-08-03,5
"icu","MB",2020-08-04,4
"icu","MB",2020-08-05,5
"icu","MB",2020-08-06,5
"icu","MB",2020-08-07,3
"icu","MB",2020-08-08,3
"icu","MB",2020-08-09,3
"icu","MB",2020-08-10,3
"icu","MB",2020-08-11,3
"icu","MB",2020-08-12,3
"icu","MB",2020-08-13,3
"icu","MB",2020-08-14,3
"icu","MB",2020-08-15,3
"icu","MB",2020-08-16,3
"icu","MB",2020-08-17,3
"icu","MB",2020-08-18,2
"icu","MB",2020-08-19,2
"icu","MB",2020-08-20,2
"icu","MB",2020-08-21,1
"icu","MB",2020-08-22,1
"icu","MB",2020-08-23,1
"icu","MB",2020-08-24,1
"icu","MB",2020-08-25,1
"icu","MB",2020-08-26,1
"icu","MB",2020-08-27,1
"icu","MB",2020-08-28,1
"icu","MB",2020-08-29,1
"icu","MB",2020-08-30,1
"icu","MB",2020-08-31,1
"icu","MB",2020-09-01,1
"icu","MB",2020-09-02,1
"icu","MB",2020-09-03,1
"icu","MB",2020-09-04,1
"icu","MB",2020-09-05,2
"icu","MB",2020-09-06,2
"icu","MB",2020-09-07,3
"icu","MB",2020-09-08,3
"icu","MB",2020-09-09,3
"icu","MB",2020-09-10,3
"icu","MB",2020-09-11,4
"icu","MB",2020-09-12,4
"icu","MB",2020-09-13,3
"icu","MB",2020-09-14,3
"icu","MB",2020-09-15,3
"icu","MB",2020-09-16,3
"icu","MB",2020-09-17,2
"icu","MB",2020-09-18,3
"icu","MB",2020-09-19,3
"icu","MB",2020-09-20,3
"icu","MB",2020-09-21,2
"icu","MB",2020-09-22,2
"icu","MB",2020-09-23,5
"icu","MB",2020-09-24,6
"icu","MB",2020-09-25,6
"icu","MB",2020-09-26,6
"icu","MB",2020-09-27,6
"icu","MB",2020-09-28,7
"icu","MB",2020-09-29,8
"icu","MB",2020-09-30,7
"icu","MB",2020-10-01,7
"icu","MB",2020-10-02,7
"icu","MB",2020-10-03,7
"icu","MB",2020-10-04,5
"icu","MB",2020-10-05,6
"icu","MB",2020-10-06,7
"icu","MB",2020-10-07,6
"icu","MB",2020-10-08,6
"icu","MB",2020-10-09,6
"icu","MB",2020-10-10,4
"icu","MB",2020-10-11,4
"icu","MB",2020-10-12,4
"icu","MB",2020-10-13,5
"icu","MB",2020-10-14,3
"icu","MB",2020-10-15,5
"icu","MB",2020-10-16,5
"icu","MB",2020-10-17,5
"icu","MB",2020-10-18,6
"icu","MB",2020-10-19,6
"icu","MB",2020-10-20,6
"icu","MB",2020-10-21,6
"icu","MB",2020-10-22,8
"icu","MB",2020-10-23,8
"icu","MB",2020-10-24,10
"icu","MB",2020-10-25,15
"icu","MB",2020-10-26,15
"icu","MB",2020-10-27,15
"icu","MB",2020-10-28,19
"icu","MB",2020-10-29,17
"icu","MB",2020-10-30,19
"icu","MB",2020-10-31,20
"icu","MB",2020-11-01,18
"icu","MB",2020-11-02,18
"icu","MB",2020-11-03,20
"icu","MB",2020-11-04,21
"icu","MB",2020-11-05,16
"icu","MB",2020-11-06,20
"icu","MB",2020-11-07,23
"icu","MB",2020-11-08,25
"icu","MB",2020-11-09,28
"icu","MB",2020-11-10,30
"icu","MB",2020-11-11,32
"icu","MB",2020-11-12,34
"icu","MB",2020-11-13,34
"icu","MB",2020-11-14,34
"icu","MB",2020-11-15,41
"icu","MB",2020-11-16,42
"icu","MB",2020-11-17,41
"icu","MB",2020-11-18,40
"icu","MB",2020-11-19,43
"icu","MB",2020-11-20,43
"icu","MB",2020-11-21,45
"icu","MB",2020-11-22,52
"icu","MB",2020-11-23,52
"icu","MB",2020-11-24,47
"icu","MB",2020-11-25,50
"icu","MB",2020-11-26,46
"icu","MB",2020-11-27,45
"icu","MB",2020-11-28,44
"icu","MB",2020-11-29,44
"icu","MB",2020-11-30,43
"icu","MB",2020-12-01,48
"icu","MB",2020-12-02,51
"icu","MB",2020-12-03,52
"icu","MB",2020-12-04,55
"icu","MB",2020-12-05,51
"icu","MB",2020-12-06,43
"icu","MB",2020-12-07,39
"icu","MB",2020-12-08,38
"icu","MB",2020-12-09,38
"icu","MB",2020-12-10,43
"icu","MB",2020-12-11,40
"icu","MB",2020-12-12,42
"icu","MB",2020-12-13,43
"icu","MB",2020-12-14,47
"icu","MB",2020-12-15,52
"icu","MB",2020-12-16,53
"icu","MB",2020-12-17,48
"icu","MB",2020-12-18,50
"icu","MB",2020-12-19,50
"icu","MB",2020-12-20,50
"icu","MB",2020-12-21,49
"icu","MB",2020-12-22,44
"icu","MB",2020-12-23,44
"icu","MB",2020-12-24,41
"icu","MB",2020-12-25,41
"icu","MB",2020-12-26,41
"icu","MB",2020-12-27,35
"icu","MB",2020-12-28,37
"icu","MB",2020-12-29,36
"icu","MB",2020-12-30,36
"icu","MB",2020-12-31,37
"icu","MB",2021-01-01,37
"icu","MB",2021-01-02,42
"icu","MB",2021-01-03,41
"icu","MB",2021-01-04,41
"icu","MB",2021-01-05,40
"icu","MB",2021-01-06,37
"icu","MB",2021-01-07,35
"icu","MB",2021-01-08,35
"icu","MB",2021-01-09,37
"icu","MB",2021-01-10,36
"icu","MB",2021-01-11,37
"icu","MB",2021-01-12,35
"icu","MB",2021-01-13,36
"icu","MB",2021-01-14,37
"icu","MB",2021-01-15,35
"icu","MB",2021-01-16,36
"icu","MB",2021-01-17,39
"icu","MB",2021-01-18,35
"icu","MB",2021-01-19,37
"icu","MB",2021-01-20,36
"icu","MB",2021-01-21,34
"icu","MB",2021-01-22,33
"icu","MB",2021-01-23,34
"icu","MB",2021-01-24,36
"icu","MB",2021-01-25,30
"icu","MB",2021-01-26,32
"icu","MB",2021-01-27,36
"icu","MB",2021-01-28,37
"icu","MB",2021-01-29,39
"icu","MB",2021-01-30,39
"icu","MB",2021-01-31,39
"icu","NB",2020-01-25,0
"icu","NB",2020-01-26,0
"icu","NB",2020-01-27,0
"icu","NB",2020-01-28,0
"icu","NB",2020-01-29,0
"icu","NB",2020-01-30,0
"icu","NB",2020-01-31,0
"icu","NB",2020-02-01,0
"icu","NB",2020-02-02,0
"icu","NB",2020-02-03,0
"icu","NB",2020-02-04,0
"icu","NB",2020-02-05,0
"icu","NB",2020-02-06,0
"icu","NB",2020-02-07,0
"icu","NB",2020-02-08,0
"icu","NB",2020-02-09,0
"icu","NB",2020-02-10,0
"icu","NB",2020-02-11,0
"icu","NB",2020-02-12,0
"icu","NB",2020-02-13,0
"icu","NB",2020-02-14,0
"icu","NB",2020-02-15,0
"icu","NB",2020-02-16,0
"icu","NB",2020-02-17,0
"icu","NB",2020-02-18,0
"icu","NB",2020-02-19,0
"icu","NB",2020-02-20,0
"icu","NB",2020-02-21,0
"icu","NB",2020-02-22,0
"icu","NB",2020-02-23,0
"icu","NB",2020-02-24,0
"icu","NB",2020-02-25,0
"icu","NB",2020-02-26,0
"icu","NB",2020-02-27,0
"icu","NB",2020-02-28,0
"icu","NB",2020-02-29,0
"icu","NB",2020-03-01,0
"icu","NB",2020-03-02,0
"icu","NB",2020-03-03,0
"icu","NB",2020-03-04,0
"icu","NB",2020-03-05,0
"icu","NB",2020-03-06,0
"icu","NB",2020-03-07,0
"icu","NB",2020-03-08,0
"icu","NB",2020-03-09,0
"icu","NB",2020-03-10,0
"icu","NB",2020-03-11,0
"icu","NB",2020-03-12,0
"icu","NB",2020-03-13,0
"icu","NB",2020-03-14,0
"icu","NB",2020-03-15,0
"icu","NB",2020-03-16,0
"icu","NB",2020-03-17,0
"icu","NB",2020-03-18,0
"icu","NB",2020-03-19,0
"icu","NB",2020-03-20,0
"icu","NB",2020-03-21,0
"icu","NB",2020-03-22,0
"icu","NB",2020-03-23,0
"icu","NB",2020-03-24,0
"icu","NB",2020-03-25,0
"icu","NB",2020-03-26,0
"icu","NB",2020-03-27,0
"icu","NB",2020-03-28,0
"icu","NB",2020-03-29,0
"icu","NB",2020-03-30,0
"icu","NB",2020-03-31,0
"icu","NB",2020-04-01,0
"icu","NB",2020-04-02,1
"icu","NB",2020-04-03,1
"icu","NB",2020-04-04,1
"icu","NB",2020-04-05,1
"icu","NB",2020-04-06,3
"icu","NB",2020-04-07,4
"icu","NB",2020-04-08,4
"icu","NB",2020-04-09,4
"icu","NB",2020-04-10,3
"icu","NB",2020-04-11,3
"icu","NB",2020-04-12,3
"icu","NB",2020-04-13,3
"icu","NB",2020-04-14,3
"icu","NB",2020-04-15,3
"icu","NB",2020-04-16,3
"icu","NB",2020-04-17,3
"icu","NB",2020-04-18,3
"icu","NB",2020-04-19,3
"icu","NB",2020-04-20,2
"icu","NB",2020-04-21,1
"icu","NB",2020-04-22,1
"icu","NB",2020-04-23,1
"icu","NB",2020-04-24,1
"icu","NB",2020-04-25,0
"icu","NB",2020-04-26,0
"icu","NB",2020-04-27,0
"icu","NB",2020-04-28,0
"icu","NB",2020-04-29,0
"icu","NB",2020-04-30,0
"icu","NB",2020-05-01,0
"icu","NB",2020-05-02,0
"icu","NB",2020-05-03,0
"icu","NB",2020-05-04,0
"icu","NB",2020-05-05,0
"icu","NB",2020-05-06,0
"icu","NB",2020-05-07,0
"icu","NB",2020-05-08,0
"icu","NB",2020-05-09,0
"icu","NB",2020-05-10,0
"icu","NB",2020-05-11,0
"icu","NB",2020-05-12,0
"icu","NB",2020-05-13,0
"icu","NB",2020-05-14,0
"icu","NB",2020-05-15,0
"icu","NB",2020-05-16,0
"icu","NB",2020-05-17,0
"icu","NB",2020-05-18,0
"icu","NB",2020-05-19,0
"icu","NB",2020-05-20,0
"icu","NB",2020-05-21,0
"icu","NB",2020-05-22,0
"icu","NB",2020-05-23,0
"icu","NB",2020-05-24,0
"icu","NB",2020-05-25,0
"icu","NB",2020-05-26,0
"icu","NB",2020-05-27,0
"icu","NB",2020-05-28,0
"icu","NB",2020-05-29,2
"icu","NB",2020-05-30,0
"icu","NB",2020-05-31,1
"icu","NB",2020-06-01,1
"icu","NB",2020-06-02,1
"icu","NB",2020-06-03,1
"icu","NB",2020-06-04,1
"icu","NB",2020-06-05,1
"icu","NB",2020-06-06,0
"icu","NB",2020-06-07,0
"icu","NB",2020-06-08,0
"icu","NB",2020-06-09,1
"icu","NB",2020-06-10,1
"icu","NB",2020-06-11,1
"icu","NB",2020-06-12,1
"icu","NB",2020-06-13,1
"icu","NB",2020-06-14,1
"icu","NB",2020-06-15,1
"icu","NB",2020-06-16,1
"icu","NB",2020-06-17,1
"icu","NB",2020-06-18,1
"icu","NB",2020-06-19,1
"icu","NB",2020-06-20,1
"icu","NB",2020-06-21,1
"icu","NB",2020-06-22,1
"icu","NB",2020-06-23,1
"icu","NB",2020-06-24,1
"icu","NB",2020-06-25,1
"icu","NB",2020-06-26,1
"icu","NB",2020-06-27,1
"icu","NB",2020-06-28,1
"icu","NB",2020-06-29,1
"icu","NB",2020-06-30,1
"icu","NB",2020-07-01,2
"icu","NB",2020-07-02,2
"icu","NB",2020-07-03,1
"icu","NB",2020-07-04,0
"icu","NB",2020-07-05,0
"icu","NB",2020-07-06,0
"icu","NB",2020-07-07,0
"icu","NB",2020-07-08,0
"icu","NB",2020-07-09,0
"icu","NB",2020-07-10,0
"icu","NB",2020-07-11,0
"icu","NB",2020-07-12,0
"icu","NB",2020-07-13,0
"icu","NB",2020-07-14,0
"icu","NB",2020-07-15,0
"icu","NB",2020-07-16,0
"icu","NB",2020-07-17,0
"icu","NB",2020-07-18,0
"icu","NB",2020-07-19,0
"icu","NB",2020-07-20,0
"icu","NB",2020-07-21,0
"icu","NB",2020-07-22,0
"icu","NB",2020-07-23,0
"icu","NB",2020-07-24,0
"icu","NB",2020-07-25,0
"icu","NB",2020-07-26,0
"icu","NB",2020-07-27,0
"icu","NB",2020-07-28,0
"icu","NB",2020-07-29,0
"icu","NB",2020-07-30,0
"icu","NB",2020-07-31,0
"icu","NB",2020-08-01,0
"icu","NB",2020-08-02,0
"icu","NB",2020-08-03,0
"icu","NB",2020-08-04,0
"icu","NB",2020-08-05,0
"icu","NB",2020-08-06,0
"icu","NB",2020-08-07,0
"icu","NB",2020-08-08,0
"icu","NB",2020-08-09,0
"icu","NB",2020-08-10,0
"icu","NB",2020-08-11,0
"icu","NB",2020-08-12,0
"icu","NB",2020-08-13,0
"icu","NB",2020-08-14,0
"icu","NB",2020-08-15,0
"icu","NB",2020-08-16,0
"icu","NB",2020-08-17,0
"icu","NB",2020-08-18,0
"icu","NB",2020-08-19,0
"icu","NB",2020-08-20,0
"icu","NB",2020-08-21,0
"icu","NB",2020-08-22,0
"icu","NB",2020-08-23,0
"icu","NB",2020-08-24,0
"icu","NB",2020-08-25,0
"icu","NB",2020-08-26,0
"icu","NB",2020-08-27,0
"icu","NB",2020-08-28,0
"icu","NB",2020-08-29,0
"icu","NB",2020-08-30,0
"icu","NB",2020-08-31,0
"icu","NB",2020-09-01,0
"icu","NB",2020-09-02,0
"icu","NB",2020-09-03,0
"icu","NB",2020-09-04,0
"icu","NB",2020-09-05,0
"icu","NB",2020-09-06,0
"icu","NB",2020-09-07,0
"icu","NB",2020-09-08,0
"icu","NB",2020-09-09,0
"icu","NB",2020-09-10,0
"icu","NB",2020-09-11,0
"icu","NB",2020-09-12,0
"icu","NB",2020-09-13,0
"icu","NB",2020-09-14,0
"icu","NB",2020-09-15,0
"icu","NB",2020-09-16,0
"icu","NB",2020-09-17,0
"icu","NB",2020-09-18,0
"icu","NB",2020-09-19,0
"icu","NB",2020-09-20,0
"icu","NB",2020-09-21,0
"icu","NB",2020-09-22,0
"icu","NB",2020-09-23,0
"icu","NB",2020-09-24,0
"icu","NB",2020-09-25,0
"icu","NB",2020-09-26,0
"icu","NB",2020-09-27,0
"icu","NB",2020-09-28,0
"icu","NB",2020-09-29,0
"icu","NB",2020-09-30,0
"icu","NB",2020-10-01,0
"icu","NB",2020-10-02,0
"icu","NB",2020-10-03,0
"icu","NB",2020-10-04,0
"icu","NB",2020-10-05,0
"icu","NB",2020-10-06,0
"icu","NB",2020-10-07,0
"icu","NB",2020-10-08,1
"icu","NB",2020-10-09,0
"icu","NB",2020-10-10,1
"icu","NB",2020-10-11,1
"icu","NB",2020-10-12,1
"icu","NB",2020-10-13,1
"icu","NB",2020-10-14,1
"icu","NB",2020-10-15,1
"icu","NB",2020-10-16,1
"icu","NB",2020-10-17,1
"icu","NB",2020-10-18,1
"icu","NB",2020-10-19,1
"icu","NB",2020-10-20,1
"icu","NB",2020-10-21,1
"icu","NB",2020-10-22,1
"icu","NB",2020-10-23,1
"icu","NB",2020-10-24,1
"icu","NB",2020-10-25,0
"icu","NB",2020-10-26,0
"icu","NB",2020-10-27,0
"icu","NB",2020-10-28,0
"icu","NB",2020-10-29,0
"icu","NB",2020-10-30,0
"icu","NB",2020-10-31,0
"icu","NB",2020-11-01,1
"icu","NB",2020-11-02,1
"icu","NB",2020-11-03,1
"icu","NB",2020-11-04,0
"icu","NB",2020-11-05,0
"icu","NB",2020-11-06,0
"icu","NB",2020-11-07,0
"icu","NB",2020-11-08,0
"icu","NB",2020-11-09,0
"icu","NB",2020-11-10,0
"icu","NB",2020-11-11,0
"icu","NB",2020-11-12,1
"icu","NB",2020-11-13,1
"icu","NB",2020-11-14,1
"icu","NB",2020-11-15,1
"icu","NB",2020-11-16,0
"icu","NB",2020-11-17,0
"icu","NB",2020-11-18,0
"icu","NB",2020-11-19,0
"icu","NB",2020-11-20,0
"icu","NB",2020-11-21,0
"icu","NB",2020-11-22,0
"icu","NB",2020-11-23,0
"icu","NB",2020-11-24,0
"icu","NB",2020-11-25,0
"icu","NB",2020-11-26,0
"icu","NB",2020-11-27,0
"icu","NB",2020-11-28,0
"icu","NB",2020-11-29,0
"icu","NB",2020-11-30,0
"icu","NB",2020-12-01,0
"icu","NB",2020-12-02,0
"icu","NB",2020-12-03,0
"icu","NB",2020-12-04,0
"icu","NB",2020-12-05,1
"icu","NB",2020-12-06,1
"icu","NB",2020-12-07,2
"icu","NB",2020-12-08,3
"icu","NB",2020-12-09,3
"icu","NB",2020-12-10,3
"icu","NB",2020-12-11,3
"icu","NB",2020-12-12,3
"icu","NB",2020-12-13,2
"icu","NB",2020-12-14,2
"icu","NB",2020-12-15,2
"icu","NB",2020-12-16,2
"icu","NB",2020-12-17,2
"icu","NB",2020-12-18,2
"icu","NB",2020-12-19,1
"icu","NB",2020-12-20,1
"icu","NB",2020-12-21,1
"icu","NB",2020-12-22,1
"icu","NB",2020-12-23,1
"icu","NB",2020-12-24,1
"icu","NB",2020-12-25,1
"icu","NB",2020-12-26,1
"icu","NB",2020-12-27,1
"icu","NB",2020-12-28,2
"icu","NB",2020-12-29,2
"icu","NB",2020-12-30,1
"icu","NB",2020-12-31,1
"icu","NB",2021-01-01,1
"icu","NB",2021-01-02,1
"icu","NB",2021-01-03,1
"icu","NB",2021-01-04,1
"icu","NB",2021-01-05,1
"icu","NB",2021-01-06,1
"icu","NB",2021-01-07,1
"icu","NB",2021-01-08,0
"icu","NB",2021-01-09,0
"icu","NB",2021-01-10,0
"icu","NB",2021-01-11,0
"icu","NB",2021-01-12,0
"icu","NB",2021-01-13,0
"icu","NB",2021-01-14,0
"icu","NB",2021-01-15,1
"icu","NB",2021-01-16,0
"icu","NB",2021-01-17,0
"icu","NB",2021-01-18,0
"icu","NB",2021-01-19,0
"icu","NB",2021-01-20,1
"icu","NB",2021-01-21,2
"icu","NB",2021-01-22,3
"icu","NB",2021-01-23,3
"icu","NB",2021-01-24,2
"icu","NB",2021-01-25,3
"icu","NB",2021-01-26,3
"icu","NB",2021-01-27,2
"icu","NB",2021-01-28,2
"icu","NB",2021-01-29,2
"icu","NB",2021-01-30,2
"icu","NB",2021-01-31,2
"icu","NL",2020-01-25,0
"icu","NL",2020-01-26,0
"icu","NL",2020-01-27,0
"icu","NL",2020-01-28,0
"icu","NL",2020-01-29,0
"icu","NL",2020-01-30,0
"icu","NL",2020-01-31,0
"icu","NL",2020-02-01,0
"icu","NL",2020-02-02,0
"icu","NL",2020-02-03,0
"icu","NL",2020-02-04,0
"icu","NL",2020-02-05,0
"icu","NL",2020-02-06,0
"icu","NL",2020-02-07,0
"icu","NL",2020-02-08,0
"icu","NL",2020-02-09,0
"icu","NL",2020-02-10,0
"icu","NL",2020-02-11,0
"icu","NL",2020-02-12,0
"icu","NL",2020-02-13,0
"icu","NL",2020-02-14,0
"icu","NL",2020-02-15,0
"icu","NL",2020-02-16,0
"icu","NL",2020-02-17,0
"icu","NL",2020-02-18,0
"icu","NL",2020-02-19,0
"icu","NL",2020-02-20,0
"icu","NL",2020-02-21,0
"icu","NL",2020-02-22,0
"icu","NL",2020-02-23,0
"icu","NL",2020-02-24,0
"icu","NL",2020-02-25,0
"icu","NL",2020-02-26,0
"icu","NL",2020-02-27,0
"icu","NL",2020-02-28,0
"icu","NL",2020-02-29,0
"icu","NL",2020-03-01,0
"icu","NL",2020-03-02,0
"icu","NL",2020-03-03,0
"icu","NL",2020-03-04,0
"icu","NL",2020-03-05,0
"icu","NL",2020-03-06,0
"icu","NL",2020-03-07,0
"icu","NL",2020-03-08,0
"icu","NL",2020-03-09,0
"icu","NL",2020-03-10,0
"icu","NL",2020-03-11,0
"icu","NL",2020-03-12,0
"icu","NL",2020-03-13,0
"icu","NL",2020-03-14,0
"icu","NL",2020-03-15,0
"icu","NL",2020-03-16,0
"icu","NL",2020-03-17,0
"icu","NL",2020-03-18,0
"icu","NL",2020-03-19,0
"icu","NL",2020-03-20,0
"icu","NL",2020-03-21,0
"icu","NL",2020-03-22,0
"icu","NL",2020-03-23,0
"icu","NL",2020-03-24,0
"icu","NL",2020-03-25,0
"icu","NL",2020-03-26,0
"icu","NL",2020-03-27,0
"icu","NL",2020-03-28,0
"icu","NL",2020-03-29,2
"icu","NL",2020-03-30,2
"icu","NL",2020-03-31,2
"icu","NL",2020-04-01,3
"icu","NL",2020-04-02,4
"icu","NL",2020-04-03,4
"icu","NL",2020-04-04,3
"icu","NL",2020-04-05,3
"icu","NL",2020-04-06,2
"icu","NL",2020-04-07,2
"icu","NL",2020-04-08,2
"icu","NL",2020-04-09,2
"icu","NL",2020-04-10,2
"icu","NL",2020-04-11,2
"icu","NL",2020-04-12,3
"icu","NL",2020-04-13,3
"icu","NL",2020-04-14,3
"icu","NL",2020-04-15,3
"icu","NL",2020-04-16,3
"icu","NL",2020-04-17,3
"icu","NL",2020-04-18,3
"icu","NL",2020-04-19,3
"icu","NL",2020-04-20,2
"icu","NL",2020-04-21,2
"icu","NL",2020-04-22,2
"icu","NL",2020-04-23,2
"icu","NL",2020-04-24,2
"icu","NL",2020-04-25,2
"icu","NL",2020-04-26,2
"icu","NL",2020-04-27,2
"icu","NL",2020-04-28,2
"icu","NL",2020-04-29,2
"icu","NL",2020-04-30,2
"icu","NL",2020-05-01,1
"icu","NL",2020-05-02,1
"icu","NL",2020-05-03,2
"icu","NL",2020-05-04,2
"icu","NL",2020-05-05,2
"icu","NL",2020-05-06,2
"icu","NL",2020-05-07,2
"icu","NL",2020-05-08,2
"icu","NL",2020-05-09,2
"icu","NL",2020-05-10,2
"icu","NL",2020-05-11,2
"icu","NL",2020-05-12,1
"icu","NL",2020-05-13,1
"icu","NL",2020-05-14,1
"icu","NL",2020-05-15,1
"icu","NL",2020-05-16,1
"icu","NL",2020-05-17,1
"icu","NL",2020-05-18,1
"icu","NL",2020-05-19,1
"icu","NL",2020-05-20,1
"icu","NL",2020-05-21,1
"icu","NL",2020-05-22,1
"icu","NL",2020-05-23,1
"icu","NL",2020-05-24,1
"icu","NL",2020-05-25,1
"icu","NL",2020-05-26,0
"icu","NL",2020-05-27,1
"icu","NL",2020-05-28,1
"icu","NL",2020-05-29,1
"icu","NL",2020-05-30,1
"icu","NL",2020-05-31,0
"icu","NL",2020-06-01,0
"icu","NL",2020-06-02,0
"icu","NL",2020-06-03,0
"icu","NL",2020-06-04,0
"icu","NL",2020-06-05,0
"icu","NL",2020-06-06,0
"icu","NL",2020-06-07,0
"icu","NL",2020-06-08,0
"icu","NL",2020-06-09,0
"icu","NL",2020-06-10,0
"icu","NL",2020-06-11,0
"icu","NL",2020-06-12,0
"icu","NL",2020-06-13,0
"icu","NL",2020-06-14,0
"icu","NL",2020-06-15,0
"icu","NL",2020-06-16,0
"icu","NL",2020-06-17,0
"icu","NL",2020-06-18,0
"icu","NL",2020-06-19,0
"icu","NL",2020-06-20,0
"icu","NL",2020-06-21,0
"icu","NL",2020-06-22,0
"icu","NL",2020-06-23,0
"icu","NL",2020-06-24,0
"icu","NL",2020-06-25,0
"icu","NL",2020-06-26,0
"icu","NL",2020-06-27,0
"icu","NL",2020-06-28,0
"icu","NL",2020-06-29,0
"icu","NL",2020-06-30,0
"icu","NL",2020-07-01,0
"icu","NL",2020-07-02,0
"icu","NL",2020-07-03,0
"icu","NL",2020-07-04,0
"icu","NL",2020-07-05,0
"icu","NL",2020-07-06,0
"icu","NL",2020-07-07,0
"icu","NL",2020-07-08,0
"icu","NL",2020-07-09,0
"icu","NL",2020-07-10,0
"icu","NL",2020-07-11,0
"icu","NL",2020-07-12,0
"icu","NL",2020-07-13,0
"icu","NL",2020-07-14,0
"icu","NL",2020-07-15,0
"icu","NL",2020-07-16,0
"icu","NL",2020-07-17,0
"icu","NL",2020-07-18,0
"icu","NL",2020-07-19,0
"icu","NL",2020-07-20,0
"icu","NL",2020-07-21,0
"icu","NL",2020-07-22,0
"icu","NL",2020-07-23,0
"icu","NL",2020-07-24,0
"icu","NL",2020-07-25,0
"icu","NL",2020-07-26,0
"icu","NL",2020-07-27,0
"icu","NL",2020-07-28,0
"icu","NL",2020-07-29,0
"icu","NL",2020-07-30,0
"icu","NL",2020-07-31,0
"icu","NL",2020-08-01,0
"icu","NL",2020-08-02,0
"icu","NL",2020-08-03,0
"icu","NL",2020-08-04,0
"icu","NL",2020-08-05,0
"icu","NL",2020-08-06,0
"icu","NL",2020-08-07,0
"icu","NL",2020-08-08,0
"icu","NL",2020-08-09,0
"icu","NL",2020-08-10,0
"icu","NL",2020-08-11,0
"icu","NL",2020-08-12,0
"icu","NL",2020-08-13,0
"icu","NL",2020-08-14,0
"icu","NL",2020-08-15,0
"icu","NL",2020-08-16,0
"icu","NL",2020-08-17,0
"icu","NL",2020-08-18,0
"icu","NL",2020-08-19,0
"icu","NL",2020-08-20,0
"icu","NL",2020-08-21,0
"icu","NL",2020-08-22,0
"icu","NL",2020-08-23,0
"icu","NL",2020-08-24,0
"icu","NL",2020-08-25,0
"icu","NL",2020-08-26,0
"icu","NL",2020-08-27,0
"icu","NL",2020-08-28,0
"icu","NL",2020-08-29,0
"icu","NL",2020-08-30,0
"icu","NL",2020-08-31,0
"icu","NL",2020-09-01,0
"icu","NL",2020-09-02,0
"icu","NL",2020-09-03,0
"icu","NL",2020-09-04,0
"icu","NL",2020-09-05,0
"icu","NL",2020-09-06,0
"icu","NL",2020-09-07,0
"icu","NL",2020-09-08,0
"icu","NL",2020-09-09,0
"icu","NL",2020-09-10,0
"icu","NL",2020-09-11,0
"icu","NL",2020-09-12,0
"icu","NL",2020-09-13,0
"icu","NL",2020-09-14,0
"icu","NL",2020-09-15,0
"icu","NL",2020-09-16,0
"icu","NL",2020-09-17,0
"icu","NL",2020-09-18,0
"icu","NL",2020-09-19,0
"icu","NL",2020-09-20,0
"icu","NL",2020-09-21,0
"icu","NL",2020-09-22,0
"icu","NL",2020-09-23,0
"icu","NL",2020-09-24,0
"icu","NL",2020-09-25,0
"icu","NL",2020-09-26,0
"icu","NL",2020-09-27,0
"icu","NL",2020-09-28,0
"icu","NL",2020-09-29,0
"icu","NL",2020-09-30,0
"icu","NL",2020-10-01,0
"icu","NL",2020-10-02,0
"icu","NL",2020-10-03,0
